Time,Track 0,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track 21,Track 22,Track 23,Track 24,Track 25,Track 26,Track 27,Track 28,Track 29,Track 30,Track 31,Track 32,Track 33,Track 34,Track 35,Track 36,Track 37,Track 38,Track 39,Track 40,Track 41,Track 42,Track 43,Track 44,Track 45,Track 46,Track 47,Track 48,Track 49,Track 50,Track 51,Track 52,Track 53,Track 54,Track 55,Track 56,Track 57,Track 58,Track 59,Track 60,Track 61,Track 62,Track 63,Track 64,Track 65,Track 66,Track 67,Track 68,Track 69,Track 70,Track 71,Track 72,Track 73,Track 74,Track 75,Track 76,Track 77,Track 78,Track 79,Track 80,Track 81,Track 82,Track 83,Track 84,Track 85,Track 86,Track 87,Track 88,Track 89,Track 90,Track 91,Track 92,Track 93,Track 94,Track 95,Track 96,Track 97,Track 98,Track 99,Track 100,Track 101,Track 102,Track 103,Track 104,Track 105,Track 106,Track 107,Track 108,Track 109,Track 110,Track 111,Track 112,Track 113,Track 114,Track 115,Track 116,Track 117,Track 118,Track 119,Track 120,Track 121,Track 122,Track 123,Track 124,Track 125,Track 126,Track 127,Track 128,Track 129,Track 130,Track 131,Track 132,Track 133,Track 134,Track 135,Track 136,Track 137,Track 138,Track 139,Track 140,Track 141,Track 142,Track 143,Track 144,Track 145,Track 146,Track 147,Track 148,Track 149,Track 150,Track 151,Track 152,Track 153,Track 154,Track 155,Track 156,Track 157,Track 158,Track 159,Track 160,Track 161,Track 162,Track 163,Track 164,Track 165,Track 166,Track 167,Track 168,Track 169,Track 170,Track 171,Track 172,Track 173,Track 174,Track 175,Track 176,Track 177,Track 178,Track 179,Track 180,Track 181,Track 182,Track 183,Track 184,Track 185,Track 186,Track 187,Track 188,Track 189,Track 190,Track 191,Track 192,Track 193,Track 194,Track 195,Track 196,Track 197,Track 198,Track 199,Track 200,Track 201,Track 202,Track 203,Track 204,Track 205,Track 206,Track 207,Track 208,Track 209,Track 210,Track 211,Track 212,Track 213,Track 214,Track 215,Track 216,Track 217,Track 218,Track 219,Track 220,Track 221,Track 222,Track 223,Track 224,Track 225,Track 226,Track 227,Track 228,Track 229,Track 230
73,-,46.937,43.74,54.413,42.809,46.208,48.837,45.726,45.732,45.439,46.619,46.389,46.988,47.107,46.567,49.49,46.917,45.668,-,55.634,46.876,47.569,52.614,-,-,48.798,46.506,46.852,44.797,-,-,-,46.239,50.163,46.657,45.395,46.407,48.777,46.722,-,44.734,46.688,49.947,46.495,45.678,46.785,46.782,48.334,44.897,45.833,47.258,48.499,48.244,-,-,48.788,-,53.323,44.793,-,-,45.77,-,-,-,42.332,46.45,47.681,47.495,-,-,-,-,-,46.174,-,-,48.522,-,-,46.004,-,-,-,-,-,-,46.587,44.816,-,44.515,44.111,-,-,-,47.166,-,-,44.425,46.107,44.586,-,45.674,-,44.822,47.385,-,46.413,-,-,46.85,-,30.303,31.494,31.009,44.063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,-,47.638,44.519,54.427,43.505,46.992,53.027,46.704,46.844,46.418,47.279,47.278,47.943,47.968,47.307,49.945,47.773,46.487,-,55.682,47.686,48.427,53.089,-,-,49.431,47.394,47.866,45.518,-,-,-,47.056,50.503,47.68,46.511,47.346,49.543,47.729,-,45.567,47.491,50.685,47.498,46.566,48.271,47.801,49.541,45.686,46.693,48.742,50.696,48.61,-,-,49.236,-,53.178,45.881,-,-,46.545,-,-,-,43.041,47.425,48.652,48.389,-,-,-,-,-,46.814,-,-,49.41,-,-,46.557,-,-,-,-,-,-,47.652,45.861,-,45.487,45.064,-,-,-,48.393,-,-,45.188,47.075,45.721,-,47.16,-,45.381,47.905,-,47.377,-,-,-,-,30.746,31.961,31.497,45.113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,-,46.482,43.471,52.923,42.555,45.852,52.401,45.883,45.858,45.307,46.028,46.288,46.741,46.87,46.359,49.06,46.597,45.414,-,53.645,46.733,47.45,51.471,44.017,-,48.586,46.802,47.077,44.802,-,-,-,46.075,49.198,46.513,45.41,46.176,48.338,46.501,-,44.55,46.302,49.629,46.184,45.401,53.82,47.163,48.239,44.689,45.698,47.944,49.409,47.368,-,-,47.409,45.378,51.378,45.107,-,-,45.32,-,-,-,42.011,46.287,47.364,47.446,-,-,-,-,-,45.594,-,-,48.22,-,-,45.423,-,-,-,-,-,-,46.542,44.653,-,44.43,43.921,-,-,-,47.929,-,-,44.451,45.98,44.746,-,46.467,-,44.485,46.79,-,46.047,-,-,-,-,30.107,43.973,30.917,44.275,46.227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,-,47.065,43.457,52.613,42.618,45.522,51.662,45.7,45.686,45.328,45.598,46.104,46.381,46.911,46.227,48.513,46.486,45.244,-,52.951,46.595,47.192,51.154,44.155,-,48.804,46.709,47.0,44.645,-,-,-,45.756,48.929,46.502,45.211,46.29,48.251,46.271,-,44.362,46.164,48.916,46.117,45.296,53.997,47.551,48.469,44.445,45.539,47.729,49.518,46.932,-,-,46.806,45.113,50.088,44.829,-,-,44.973,-,-,-,42.019,46.206,47.097,47.258,-,-,-,-,-,46.056,-,-,47.873,-,-,45.364,-,-,-,-,-,-,46.296,44.569,-,-,43.975,-,-,-,47.649,-,-,-,45.698,45.198,-,46.599,-,43.945,46.358,-,45.968,-,-,-,-,30.077,30.377,30.818,44.152,47.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,-,48.598,42.9,51.367,41.972,45.041,50.39,45.043,45.13,44.561,45.158,45.833,45.883,46.115,45.593,47.462,45.734,44.607,-,52.017,45.879,46.483,50.287,-,-,47.701,46.081,46.375,44.101,-,-,-,45.264,48.101,45.777,44.805,45.78,47.619,45.746,-,-,45.43,50.47,-,44.782,52.385,47.255,47.989,43.82,44.876,46.903,48.339,45.88,-,-,46.101,-,49.061,44.27,-,-,44.232,-,-,-,41.228,45.702,46.76,46.55,-,-,-,-,-,45.109,-,-,47.382,-,-,44.959,-,-,-,-,-,-,45.748,43.916,-,-,43.089,-,-,-,47.23,-,-,43.853,45.19,44.389,-,46.605,-,43.374,45.722,30.518,-,-,-,-,45.276,29.579,-,30.712,43.266,46.696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,-,47.73,42.338,50.423,41.501,44.435,49.223,44.414,44.71,44.097,45.023,45.159,45.479,45.615,45.191,46.88,45.315,43.981,-,51.061,45.422,46.222,49.443,42.901,-,46.9,45.586,46.172,43.382,-,-,-,44.941,47.613,45.25,44.009,45.326,47.009,45.279,-,43.239,44.82,55.037,-,44.31,50.892,46.877,47.254,43.429,44.346,46.535,47.186,45.039,-,-,45.077,44.167,48.208,44.067,-,-,44.104,-,-,-,40.87,45.027,47.136,46.286,-,-,-,-,-,44.901,-,-,46.919,-,-,44.04,-,-,-,-,-,-,45.451,43.677,-,-,42.684,-,-,-,46.621,-,-,43.316,44.8,44.005,-,46.288,-,42.876,45.068,30.521,-,-,-,-,44.242,29.203,-,30.518,42.633,45.874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,-,46.744,42.292,50.981,41.449,44.653,48.467,44.307,44.606,44.184,44.728,45.057,45.738,45.778,45.366,46.737,45.474,44.203,-,50.85,45.425,45.991,49.315,42.899,-,46.825,45.403,46.041,43.223,-,-,-,44.916,47.282,45.276,44.096,45.198,47.312,45.212,-,43.218,44.846,55.957,-,44.411,50.166,47.239,47.218,43.479,44.449,46.288,46.849,45.081,-,-,44.75,44.024,47.997,44.439,-,-,45.024,-,-,-,41.083,45.088,49.571,46.119,-,-,-,-,-,44.694,-,-,46.895,-,-,44.076,-,-,-,-,-,-,45.112,43.518,-,-,42.405,-,-,-,46.515,-,-,43.182,44.828,43.988,-,45.762,-,42.602,45.382,30.447,-,-,-,-,45.113,29.011,-,30.633,-,45.455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,-,-,36.866,-,37.957,-,-,-,-,-,-,44.117,-,-,-,-,-,40.726,-,-,-,-,-,-,-,37.842,-,-,-,-,-,-,-,-,-,-,-,40.806,-,-,-,-,-,39.3,-,-,-,39.457,37.586,36.315,-,-,-,-,-,-,-,37.371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.359,37.497,37.776,41.415,41.061,43.834,40.236,40.888,40.109,36.187,41.069,38.284,34.879,37.948,36.003,32.964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,-,-,38.304,-,39.645,-,-,-,-,-,-,48.259,-,-,-,-,-,42.324,-,-,-,-,-,-,-,39.316,-,-,-,-,-,-,-,-,-,-,-,40.136,-,-,-,-,-,40.202,-,-,-,38.192,41.167,34.943,-,-,-,-,-,-,-,34.662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.339,-,-,42.888,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.08,39.78,39.093,44.222,44.346,48.286,41.713,43.704,40.923,36.314,42.941,38.413,34.16,39.287,36.076,32.364,31.606,33.682,42.533,40.999,42.562,38.458,38.558,37.632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,-,-,37.976,-,39.619,-,-,-,-,-,-,48.445,-,-,-,-,-,42.227,-,-,-,-,-,-,-,38.908,-,-,-,-,-,-,-,-,-,-,-,39.781,-,-,-,-,-,38.676,-,-,-,37.49,42.621,34.069,-,-,-,-,-,-,-,33.768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.328,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.266,-,-,42.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.887,39.47,38.356,43.611,50.595,49.654,41.523,45.889,40.196,35.188,42.138,37.678,33.394,42.175,34.821,30.724,30.939,32.601,42.632,40.983,42.701,37.825,38.17,36.925,25.272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,-,-,38.423,-,40.182,-,-,-,-,-,-,50.246,-,-,-,-,-,-,-,-,-,-,-,-,-,39.447,-,-,-,-,-,-,-,-,-,-,-,39.881,-,-,-,-,-,38.055,-,-,-,46.252,43.25,34.474,-,-,-,-,-,-,-,33.618,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.789,-,-,45.987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.778,-,-,42.555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.726,40.048,39.187,44.036,58.367,53.801,42.327,48.093,40.674,35.64,44.33,37.957,34.39,42.884,35.191,31.199,32.579,32.704,44.023,42.049,49.753,31.111,38.984,37.571,26.108,30.292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,-,-,39.075,-,40.952,-,-,-,-,-,-,52.381,-,-,-,-,-,-,-,-,-,-,-,-,-,40.083,-,-,-,-,-,-,-,-,-,-,-,40.446,-,-,-,-,-,37.995,-,-,-,53.652,43.275,35.43,-,-,-,-,-,-,-,35.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.553,-,-,62.417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.577,-,-,43.895,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.983,41.029,40.178,46.555,60.028,55.259,43.522,49.423,41.888,38.163,46.769,38.716,40.138,43.072,35.007,34.084,34.973,-,46.085,43.035,56.561,27.61,39.896,41.139,26.802,31.224,35.036,39.688,43.494,43.207,43.967,39.507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,-,-,39.957,-,42.383,-,-,-,-,-,-,54.035,-,-,-,-,-,-,-,-,-,-,-,-,-,40.738,-,-,-,-,-,-,-,-,-,-,-,41.402,-,-,-,-,-,38.073,-,-,-,54.486,42.565,42.425,-,-,-,-,-,-,-,42.399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.276,-,-,66.248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.311,-,-,44.972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.682,41.247,40.672,50.522,60.717,56.158,44.945,49.409,48.146,42.16,49.414,39.582,42.513,43.482,34.75,34.57,34.968,33.849,48.355,43.904,56.347,28.096,45.786,44.776,27.17,31.072,36.256,40.124,44.491,43.953,45.656,41.992,44.401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,-,-,32.007,-,35.012,-,-,-,-,-,-,42.15,-,-,-,-,-,33.907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.211,-,-,-,-,-,-,-,-,-,54.283,42.757,47.499,-,-,-,-,-,-,-,55.828,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.474,32.676,32.439,43.104,56.957,-,37.323,41.985,44.656,-,-,36.972,43.928,-,-,41.117,36.764,39.71,39.981,-,52.378,-,40.714,-,-,43.316,-,-,-,-,38.474,-,37.533,37.688,33.28,33.81,53.017,45.044,43.28,39.31,38.692,46.533,41.344,50.864,37.854,43.591,28.777,42.502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,-,-,32.029,-,34.401,-,-,-,-,-,-,42.117,-,-,-,-,-,34.712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.83,-,-,-,-,-,-,-,-,-,53.255,42.171,47.366,-,-,-,-,-,-,-,55.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.729,32.529,32.208,42.449,55.988,-,37.84,41.382,43.656,-,-,36.681,43.593,-,-,41.075,36.2,39.383,42.625,-,51.702,-,40.734,-,-,43.515,-,-,-,-,38.06,-,37.395,36.891,34.881,33.967,53.987,45.239,42.991,38.798,38.159,49.328,40.776,50.949,37.928,43.312,27.188,42.001,41.88,33.534,36.256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,-,-,32.853,-,34.168,-,-,-,-,-,-,41.765,-,-,-,-,-,35.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.952,-,-,-,-,-,-,-,-,-,52.077,-,46.178,-,-,-,-,-,-,-,54.632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.223,32.538,32.204,41.571,54.641,-,42.019,40.443,41.814,-,-,37.623,43.081,-,-,-,35.256,38.519,41.917,-,49.776,-,40.433,-,24.88,43.55,-,-,-,-,37.716,-,37.159,36.666,47.579,36.853,55.215,44.887,42.47,38.405,37.446,50.239,39.641,50.796,41.427,42.74,-,41.251,41.507,43.959,37.979,25.198,28.383,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,-,-,32.525,-,33.939,-,-,-,-,-,-,41.073,-,-,-,-,-,35.112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.712,-,-,-,-,-,-,-,-,-,50.135,-,44.801,-,-,-,-,-,-,-,53.555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.339,32.645,32.381,40.971,52.698,-,45.398,39.422,40.222,-,-,37.73,42.105,-,-,-,34.717,37.162,40.689,-,47.398,-,39.748,-,35.853,42.893,-,-,-,-,37.188,-,36.503,36.77,57.314,43.451,55.921,44.394,41.792,38.138,36.144,49.991,38.422,50.124,43.765,41.854,-,39.794,-,44.752,37.817,26.905,28.761,23.778,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,-,-,32.061,-,33.693,-,-,-,-,-,-,40.527,-,-,-,-,-,34.681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.709,-,-,-,-,-,-,-,-,-,48.347,-,43.417,-,-,-,-,-,-,-,52.924,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.607,37.423,32.012,39.745,51.04,-,44.694,38.231,38.869,-,-,40.678,40.549,-,-,-,34.845,35.885,39.089,-,45.662,-,38.849,-,35.864,42.688,-,-,-,-,36.88,-,36.005,36.327,56.469,43.515,56.68,43.865,41.211,37.601,35.354,48.644,37.67,49.14,41.955,40.911,-,38.314,-,43.629,37.176,28.579,28.885,34.091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,-,-,31.298,-,33.686,-,-,-,-,-,-,40.441,-,-,-,-,-,34.378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.498,-,-,-,-,-,-,-,-,-,46.578,-,42.429,-,-,-,-,-,-,-,51.923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.928,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.526,40.116,31.626,38.459,49.773,-,44.802,37.162,37.708,-,-,41.045,39.411,-,-,-,34.072,34.995,37.43,-,44.08,-,38.091,-,35.725,42.179,-,-,-,-,36.501,-,35.134,35.937,53.82,43.1,57.007,43.179,40.523,37.119,36.248,47.132,36.473,48.14,40.072,40.023,-,36.876,-,41.636,35.993,29.597,33.437,-,40.045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,-,-,30.729,-,33.676,-,-,-,-,-,-,40.208,-,-,-,-,-,33.995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.383,-,-,-,-,-,-,-,-,-,45.113,-,41.075,-,-,-,-,-,-,-,50.988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.039,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.909,39.706,31.226,37.521,48.957,-,43.837,36.314,36.868,-,-,41.055,38.415,-,-,-,33.004,33.87,35.887,31.76,42.713,-,37.263,-,35.326,41.619,-,-,-,-,36.121,-,34.519,35.766,50.995,43.011,56.378,42.045,40.044,36.623,36.949,46.037,35.654,47.362,39.065,39.203,-,36.407,-,39.239,35.37,28.633,41.248,-,41.41,36.569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,-,-,30.502,-,33.852,-,-,-,-,-,-,39.71,-,-,-,-,-,33.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.418,-,-,-,-,-,-,-,-,-,43.645,-,40.084,-,-,-,-,-,-,-,49.271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.895,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.41,38.844,31.162,36.829,47.987,-,43.037,35.762,35.77,-,-,40.142,37.653,-,-,-,32.389,33.226,34.71,36.66,41.762,-,36.669,-,-,40.805,-,-,-,-,35.804,-,33.77,35.94,48.39,42.164,55.792,41.774,40.877,36.252,36.582,44.676,34.838,46.754,37.828,38.475,-,35.533,-,37.226,34.801,40.147,40.781,-,44.191,38.649,41.551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,-,-,30.254,-,33.814,-,-,-,-,-,-,39.614,-,-,-,-,-,33.016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.525,-,-,-,-,-,-,-,-,-,42.312,-,39.877,-,-,-,-,-,-,-,48.676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.394,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.152,37.689,31.347,36.16,47.546,-,42.117,35.135,35.075,-,-,39.415,36.876,-,-,-,31.69,32.595,33.637,38.756,40.738,-,35.913,-,-,40.451,-,-,-,-,35.537,-,33.142,36.112,46.656,41.469,54.84,41.347,40.825,35.781,36.132,43.426,34.467,45.838,36.74,37.868,-,34.913,-,35.693,34.232,39.844,40.113,-,48.845,38.298,44.888,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
